model_name,train_seed,node,method,test_seed,scenario,mismatch,pulse_step,reaching_gain,boundary_width,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction,max_post_pulse,mean_post_pulse_error
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,102,mismatch,0.0,-1,,,0.06599092449805546,0.22097662203073787,0.1979727734941664,0.021633110175852056,0.018151402473449707,0.17386497365789222,9.970144520261947,0.0225,,
lqr_node2,-1,2,LQR,103,mismatch,0.0,-1,,,0.0966143471682181,0.2843115076683705,0.2898430415046543,3.03013273227362e-07,0.0,0.10137642754722458,5.028465392496943,0.01,,
smc_node2,-1,2,SMC,103,mismatch,0.0,-1,16.0,0.5,0.08525692351661385,0.2527383662945749,0.25577077054984154,1.3717519188368762e-06,1.4901161193847656e-07,0.11189773300644928,7.243245520969016,0.02,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,103,mismatch,0.0,-1,,,0.06565783904723711,0.19871411774868647,0.19697351714171135,0.02519167330759911,0.009415477514266968,0.14899110898115392,9.171727037842503,0.0275,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,103,mismatch,0.0,-1,,,0.07632367623813531,0.2077619396415291,0.22897102871440592,0.04601974252404438,0.034252166748046875,0.12663138581630298,7.938689796037065,0.0225,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,103,mismatch,0.0,-1,,,0.07336955531291255,0.20461824571394985,0.22010866593873765,0.049409042606935086,0.020243793725967407,0.14981210563434033,8.436090446113798,0.025,,
lqr_node2,-1,2,LQR,104,mismatch,0.0,-1,,,0.1418770228037247,0.49410450340179723,0.42563106841117404,1.7554855641023612e-07,0.0,0.1616634911666214,8.830092997531619,0.02,,
smc_node2,-1,2,SMC,104,mismatch,0.0,-1,16.0,0.5,0.16756316953522934,0.508866532286055,0.5026895086056881,4.424690556379012e-06,6.258487701416016e-07,0.18723792916023566,11.471579111567072,0.03,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,104,mismatch,0.0,-1,,,0.15363072914168927,0.5037025010699625,0.46089218742506777,0.031839450640189976,0.0028179362416267395,0.2941855623983683,20.398769668244036,0.0625,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,104,mismatch,0.0,-1,,,0.1531683853242921,0.49774383607136347,0.4595051559728763,0.05553232285159605,0.021192945539951324,0.24595772331938184,15.98051496248575,0.0375,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,104,mismatch,0.0,-1,,,0.15072272825523195,0.4978259010061399,0.45216818476569587,0.051708024811505535,0.018947839736938477,0.2639700009712852,17.656890668061674,0.0475,,
lqr_node2,-1,2,LQR,105,mismatch,0.0,-1,,,0.02036829702889025,0.08863313227987847,0.06110489108667075,0.0,0.0,0.082144861011212,4.632174154264737,0.01,,
smc_node2,-1,2,SMC,105,mismatch,0.0,-1,16.0,0.5,0.021738652850780714,0.08790292097443177,0.06521595855234213,1.0205685724446804e-06,1.0803341865539551e-07,0.10176526448305079,7.02063766451352,0.02,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,105,mismatch,0.0,-1,,,0.03010296421388748,0.09118840368335579,0.09030889264166243,0.035212547018158215,0.011332874186336994,0.1284887932259543,7.9656904552064205,0.0225,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,105,mismatch,0.0,-1,,,0.03347260425686341,0.09178971970140967,0.10041781277059023,0.050320859228111345,0.02988712303340435,0.11942364511421494,7.307653172082327,0.02,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,105,mismatch,0.0,-1,,,0.03733944758062165,0.09374620527593046,0.11201834274186495,0.062214107545851556,0.01572064869105816,0.17044599565150137,9.714020891296997,0.025,,
lqr_node2,-1,2,LQR,106,mismatch,0.0,-1,,,0.14377378944568073,0.4358584198538221,0.4313213683370422,2.5219008050583026e-08,9.313225746154785e-09,0.14638978585779638,7.149826920179432,0.015,,
smc_node2,-1,2,SMC,106,mismatch,0.0,-1,16.0,0.5,0.14901164330568023,0.41809218546119853,0.4470349299170407,1.2597312035475984e-05,9.802170097827911e-07,0.15704525091747262,9.357957478460468,0.0275,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,106,mismatch,0.0,-1,,,0.1278096632933258,0.38728652795242535,0.3834289898799774,0.012996803819673297,0.012780086137354374,0.2604146735961003,14.83578643858324,0.03,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,106,mismatch,0.0,-1,,,0.13143307321293843,0.3809182670368962,0.39429921963881526,0.035747393442570795,0.03782931063324213,0.2084497159295843,11.229586623898419,0.0275,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,106,mismatch,0.0,-1,,,0.1308659379644759,0.38044428667251495,0.39259781389342774,0.009630092484359112,0.008314266335219145,0.25146281368045736,14.234144768541032,0.03,,
lqr_node2,-1,2,LQR,107,mismatch,0.0,-1,,,0.10603271361888662,0.34892348252280075,0.3180981408566599,0.0,0.0,0.09288029666051033,3.23970039234855,0.005,,
smc_node2,-1,2,SMC,107,mismatch,0.0,-1,16.0,0.5,0.11023576304057948,0.3486870946043227,0.33070728912173847,2.2542260495232947e-06,5.960464477539062e-07,0.10343623803509519,5.134004892895523,0.015,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,107,mismatch,0.0,-1,,,0.0973313442332297,0.3193259015282565,0.2919940326996891,0.022118537864981243,0.02146008610725403,0.19963826203807036,10.451902625103836,0.0225,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,107,mismatch,0.0,-1,,,0.10681279225031833,0.31349749541886407,0.320438376750955,0.04345268299113269,0.06389909982681274,0.1472397953494826,7.113639191013758,0.0175,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,107,mismatch,0.0,-1,,,0.10039843009019941,0.313547176926264,0.3011952902705982,0.022938598752205754,0.010625571012496948,0.16234479664344145,7.772773901663543,0.02,,
lqr_node2,-1,2,LQR,108,mismatch,0.0,-1,,,0.02510613458867263,0.1025170587339713,0.0753184037660179,0.0,0.0,0.04547792366119626,1.3609925464607189,0.0,,
smc_node2,-1,2,SMC,108,mismatch,0.0,-1,16.0,0.5,0.01772535265764378,0.08865132384120182,0.05317605797293134,1.3459824531534573e-06,4.246830940246582e-07,0.0459985835095538,3.232412700568487,0.01,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,108,mismatch,0.0,-1,,,0.027006655200659386,0.08542586808108132,0.08101996560197816,0.030975798501368657,0.0035445839166641235,0.07476594592642011,4.609687672515112,0.0125,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,108,mismatch,0.0,-1,,,0.031787957816329766,0.08837248639105114,0.0953638734489893,0.05549027838882197,0.02198117971420288,0.0581941956147886,3.7230130796369196,0.01,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,108,mismatch,0.0,-1,,,0.032810359976098796,0.08791530927845861,0.09843107992829639,0.04864676519193583,0.018297802656888962,0.06541661354260254,4.038144149953683,0.0125,,
lqr_node2,-1,2,LQR,109,mismatch,0.0,-1,,,0.10288624837142991,0.3554414453368129,0.30865874511428976,1.0081279424973476e-07,0.0,0.09176378788263082,3.0387678470005297,0.0025,,
smc_node2,-1,2,SMC,109,mismatch,0.0,-1,16.0,0.5,0.11904342445728376,0.36866773803730735,0.35713027337185127,5.998349760049655e-07,1.0384246706962585e-07,0.11386708969248957,5.03930274742719,0.0125,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,109,mismatch,0.0,-1,,,0.09101491813576554,0.3289477967213279,0.2730447544072966,0.04343409616684104,0.01281789131462574,0.18057352304458618,9.557652018644609,0.02,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,109,mismatch,0.0,-1,,,0.10287562359808786,0.3284535784948543,0.30862687079426354,0.07718765965582412,0.032847714610397816,0.14134646500658216,6.721871226336102,0.015,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,109,mismatch,0.0,-1,,,0.10116834861496564,0.3284667034245366,0.3035050458448969,0.06680322311427674,0.021200933028012514,0.2090299505266614,11.083734409152395,0.0175,,
lqr_node2,-1,2,LQR,110,mismatch,0.0,-1,,,0.052116055007488254,0.14263748079810554,0.15634816502246476,5.950806317506013e-07,5.066394805908203e-07,0.05987483644677867,2.3017482353466447,0.0,,
smc_node2,-1,2,SMC,110,mismatch,0.0,-1,16.0,0.5,0.04522905434951719,0.1261106682195999,0.13568716304855155,5.039144997243528e-06,1.087784767150879e-06,0.06689790679402076,4.106449707721389,0.0125,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,110,mismatch,0.0,-1,,,0.03757264706517507,0.10787196063785617,0.11271794119552521,0.04420081300683963,0.025247320532798767,0.106300088792965,5.91426054539534,0.0175,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,110,mismatch,0.0,-1,,,0.04336023351339374,0.10884953780965292,0.13008070054018123,0.09001719289355808,0.060634955763816833,0.08770974840680858,4.942157433747749,0.015,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,110,mismatch,0.0,-1,,,0.041934744848777614,0.10866769998848477,0.12580423454633285,0.05557726233921669,0.06898115575313568,0.14029626494408248,5.910361841856789,0.015,,
lqr_node2,-1,2,LQR,111,mismatch,0.0,-1,,,0.24105213906625456,0.7415463537478745,0.7231564171987637,3.2226348088847266e-07,3.632158041000366e-08,0.22099242590606574,11.998846220037478,0.025,,
smc_node2,-1,2,SMC,111,mismatch,0.0,-1,16.0,0.5,0.2704145560034877,0.7576752130089187,0.811243668010463,6.969331154300843e-06,6.50063157081604e-07,0.24030852346191836,14.931081155020847,0.04,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,111,mismatch,0.0,-1,,,0.2619816522295521,0.7800156792770171,0.7859449566886563,0.04212284519302624,0.0324914176017046,0.43953951052448104,31.497120061572147,0.095,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,111,mismatch,0.0,-1,,,0.2525705449270156,0.7633173165709082,0.7577116347810468,0.06994757006795686,0.055491168051958084,0.34523409486114237,23.48243571309149,0.0575,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,111,mismatch,0.0,-1,,,0.25366469500419947,0.7652718088135303,0.7609940850125984,0.06791801632807394,0.025946934707462788,0.3603654955409263,24.454768961571418,0.0625,,
lqr_node2,-1,2,LQR,112,mismatch,0.0,-1,,,0.023079227047630973,0.11535412865827065,0.06923768114289292,0.0,0.0,0.07174857062992476,2.117930294071621,0.0,,
smc_node2,-1,2,SMC,112,mismatch,0.0,-1,16.0,0.5,0.043366447491733885,0.15801111944984123,0.13009934247520163,2.2505237548439591e-07,0.0,0.08015483879685488,4.579645488109299,0.0125,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,112,mismatch,0.0,-1,,,0.03382945856457253,0.12642394978878585,0.10148837569371758,0.02251373526904686,0.017780184745788574,0.08748894041761793,3.846906834710373,0.01,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,112,mismatch,0.0,-1,,,0.04377699267167168,0.134658319519326,0.13133097801501503,0.048568971535581866,0.037473440170288086,0.0768019750602822,3.474754520989718,0.01,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,112,mismatch,0.0,-1,,,0.043143419886212286,0.13490433763789061,0.12943025965863686,0.043109399976530745,0.04439985752105713,0.09471886603166338,3.907884071880461,0.01,,
lqr_node2,-1,2,LQR,113,mismatch,0.0,-1,,,0.22123793721104587,0.6877217431059071,0.6637138116331376,2.5058901052416107e-07,0.0,0.13537330874449455,5.522304590169614,0.01,,
smc_node2,-1,2,SMC,113,mismatch,0.0,-1,16.0,0.5,0.2441505757013393,0.7117262010615694,0.732451727104018,3.997592922346092e-06,0.0,0.16442433569793477,8.084419931141085,0.02,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,113,mismatch,0.0,-1,,,0.21776651957978868,0.6960888951214191,0.653299558739366,0.02452731032476381,0.031536221504211426,0.3256109608453408,20.080019730350983,0.045,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,113,mismatch,0.0,-1,,,0.21486745944559413,0.6652484608527907,0.6446023783367824,0.03792409604001376,0.0048139095306396484,0.22627254568058952,11.77781870776013,0.0275,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,113,mismatch,0.0,-1,,,0.21232311575265533,0.6657058858238716,0.6369693472579661,0.03565954972334482,0.041687190532684326,0.23057853899654604,11.964888374131204,0.0275,,
lqr_node2,-1,2,LQR,114,mismatch,0.0,-1,,,0.01468362573380191,0.07552416485329377,0.044050877201405735,1.4396407354025194e-07,1.043081283569336e-07,0.04029422025302755,0.6734205523559615,0.0,,
smc_node2,-1,2,SMC,114,mismatch,0.0,-1,16.0,0.5,0.025334647777639344,0.08772507071542371,0.07600394333291803,6.914322758898323e-07,8.940696716308594e-08,0.04210468220899414,1.7794131445084707,0.005,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,114,mismatch,0.0,-1,,,0.028591492881221155,0.08010295722426371,0.08577447864366347,0.029574179653952152,0.021513625979423523,0.05110101355355874,1.3234868431692626,0.0025,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,114,mismatch,0.0,-1,,,0.03668455266434752,0.08486444134125265,0.11005365799304256,0.05403869645095166,0.05029347538948059,0.048237020572522035,1.236483504132818,0.0025,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,114,mismatch,0.0,-1,,,0.036160199642444615,0.08693629098372839,0.10848059892733385,0.046748786244863345,0.02216528356075287,0.1737949962999458,6.535330217672911,0.005,,
lqr_node2,-1,2,LQR,115,mismatch,0.0,-1,,,0.05725272049131035,0.21272663724035484,0.17175816147393103,1.6269400531862989e-09,0.0,0.0460650328690428,0.5461353147233169,0.0,,
smc_node2,-1,2,SMC,115,mismatch,0.0,-1,16.0,0.5,0.0822818755427281,0.24918674487848938,0.2468456266281843,3.5417795089291938e-06,0.0,0.0525332512454836,0.6063273210160615,0.0,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,115,mismatch,0.0,-1,,,0.054387067491459606,0.19535764446981904,0.16316120247437882,0.035720100091701304,0.06691430509090424,0.08940012360971765,2.572585600484283,0.0025,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,115,mismatch,0.0,-1,,,0.0668809186128771,0.20180539947453083,0.20064275583863128,0.07509865193846232,0.1403796523809433,0.06559626709790599,1.3165364329817233,0.0,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,115,mismatch,0.0,-1,,,0.06344470117010442,0.2014176482558135,0.19033410351031327,0.03344532483498807,0.11785943806171417,0.15658219661238484,5.482332011627992,0.0025,,
lqr_node2,-1,2,LQR,116,mismatch,0.0,-1,,,0.0532568754769199,0.19296120810690554,0.1597706264307597,1.2914339701334635e-07,0.0,0.020601181692973654,0.11095648245996355,0.0,,
smc_node2,-1,2,SMC,116,mismatch,0.0,-1,16.0,0.5,0.06135996328302948,0.20073987261663312,0.18407988984908843,2.3764592629891857e-06,1.1175870895385742e-06,0.031583573014267216,0.9308660714515092,0.0025,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,116,mismatch,0.0,-1,,,0.044164009946951965,0.15794177585375516,0.1324920298408559,0.03583987793068827,0.05597473680973053,0.10550943234391938,5.161238492696649,0.0125,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,116,mismatch,0.0,-1,,,0.04801331236161112,0.16032853533905828,0.14403993708483337,0.07945357980551543,0.12926281988620758,0.06707112689936845,2.5448786030107238,0.005,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,116,mismatch,0.0,-1,,,0.04453172664783573,0.1586673415290929,0.1335951799435072,0.03211125345141799,0.1079181432723999,0.07889407101154625,3.6907731448337624,0.01,,
lqr_node2,-1,2,LQR,117,mismatch,0.0,-1,,,0.09070635776299478,0.3188481088726957,0.2721190732889844,3.9375686075216456e-07,0.0,0.13617408951572857,6.569149770006746,0.01,,
smc_node2,-1,2,SMC,117,mismatch,0.0,-1,16.0,0.5,0.115091614876328,0.3319050668182247,0.345274844628984,2.2318599354705694e-06,4.6193599700927734e-07,0.15902501880246234,8.943385906070953,0.0225,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,117,mismatch,0.0,-1,,,0.09686833577356761,0.3318206062769057,0.2906050073207029,0.03076333911905502,0.024982117116451263,0.24406724599680105,16.175796525554258,0.0325,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,117,mismatch,0.0,-1,,,0.10175158489411906,0.32511989018515486,0.3052547546823572,0.0522425930004245,0.048425592482089996,0.20103516847712738,12.156492922027283,0.0275,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,117,mismatch,0.0,-1,,,0.10038179022678835,0.325093543406083,0.301145370680365,0.049268863836510315,0.03373001143336296,0.2075100912900637,12.598575842542019,0.03,,
lqr_node2,-1,2,LQR,118,mismatch,0.0,-1,,,0.03334924239968743,0.1350485748253217,0.1000477271990623,1.051655775051058e-06,7.078051567077637e-08,0.042397944986958785,0.7228115976326276,0.0,,
smc_node2,-1,2,SMC,118,mismatch,0.0,-1,16.0,0.5,0.02896130310970723,0.12225483331968408,0.0868839093291217,1.3883375091317258e-06,2.60770320892334e-07,0.04703936521773051,1.5550699067338698,0.0,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,118,mismatch,0.0,-1,,,0.038271229721896866,0.11624624429145543,0.1148136891656906,0.036843518186130644,0.010226517915725708,0.07001527326362686,3.3144625331206075,0.0075,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,118,mismatch,0.0,-1,,,0.04258957257957282,0.12090563560243392,0.12776871773871845,0.05276047396990988,0.02782263047993183,0.051442235633916686,1.6845620983366238,0.0025,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,118,mismatch,0.0,-1,,,0.045048831471420844,0.11882425178639351,0.13514649441426252,0.0643034531838364,0.015347981825470924,0.08893001662971373,3.0480224322190086,0.005,,
lqr_node2,-1,2,LQR,119,mismatch,0.0,-1,,,0.2580610664711579,0.7787045281429137,0.7741831994134738,2.441559860735764e-08,0.0,0.16211279613008536,7.467892491201358,0.0175,,
smc_node2,-1,2,SMC,119,mismatch,0.0,-1,16.0,0.5,0.28234490483255276,0.8027728302618092,0.8470347144976583,1.3547719536740102e-05,3.2186508178710938e-06,0.1791334058215876,9.279110523425407,0.025,,
ppo_continuous_hopfield_node2_final_seed_1024,1024,2,PPO,119,mismatch,0.0,-1,,,0.2730085559970067,0.8122752685182468,0.8190256679910201,0.02577468368259293,0.038095325231552124,0.38607105867300845,24.437182931720038,0.0625,,
ppo_continuous_hopfield_node2_final_seed_123,123,2,PPO,119,mismatch,0.0,-1,,,0.2623844820090995,0.7707500602797532,0.7871534460272984,0.06282164949210889,0.08795812726020813,0.26847619949805174,14.497392345397811,0.035,,
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,119,mismatch,0.0,-1,,,0.257759091692821,0.7736753409171521,0.7732772750784631,0.016879405429655756,0.04102489352226257,0.2935125631212891,15.83748664420462,0.035,,
lqr_node3,-1,3,LQR,100,mismatch,0.0,-1,,,0.03367172317472553,0.14910792496120948,0.1010151695241766,2.7512763569384443e-06,5.960464477539062e-07,0.03009444950940024,0.24580829794185188,0.0,,
smc_node3,-1,3,SMC,100,mismatch,0.0,-1,16.0,0.5,0.04380632101202806,0.14993154000149925,0.1314189630360842,1.413968426209909e-05,7.748603820800781e-07,0.04939553428077732,1.3999558457941785,0.0025,,
ppo_continuous_hopfield_node3_final_seed_1024,1024,3,PPO,100,mismatch,0.0,-1,,,0.021055429932914507,0.11487763825505727,0.06316628979874352,0.0074458162840685726,0.003931820392608643,0.09813068359347056,6.029509163254093,0.015,,
ppo_continuous_hopfield_node3_final_seed_123,123,3,PPO,100,mismatch,0.0,-1,,,0.022437051052215228,0.11580216768989873,0.0673111531566457,0.0162954175453863,0.02680516242980957,0.10512226755310436,6.8201264212239625,0.02,,
ppo_continuous_hopfield_node3_final_seed_42,42,3,PPO,100,mismatch,0.0,-1,,,0.021083370022783838,0.11437514979352915,0.06325011006835152,0.005847835194687416,0.01441943645477295,0.08994079871739533,5.346805191828404,0.015,,
lqr_node3,-1,3,LQR,101,mismatch,0.0,-1,,,0.021931981983058874,0.07112323072638922,0.06579594594917662,6.107136285231437e-06,1.5338882803916931e-06,0.03153527588449095,0.3746481442839944,0.0,,
smc_node3,-1,3,SMC,101,mismatch,0.0,-1,16.0,0.5,0.02774897644185776,0.06884312845323659,0.08324692932557329,2.022466426830233e-05,2.2100284695625305e-06,0.041133634697251585,1.6865147801648128,0.005,,
ppo_continuous_hopfield_node3_final_seed_1024,1024,3,PPO,101,mismatch,0.0,-1,,,0.020172069844784382,0.06404164182712538,0.06051620953435315,0.0037632929218680035,0.0016558915376663208,0.049057558810621724,2.2417963484194154,0.005,,
ppo_continuous_hopfield_node3_final_seed_123,123,3,PPO,101,mismatch,0.0,-1,,,0.0217541881466512,0.0628122363856047,0.0652625644399536,0.004174860717475783,0.00826516654342413,0.054546081991413344,2.706547242498168,0.0075,,
ppo_continuous_hopfield_node3_final_seed_42,42,3,PPO,101,mismatch,0.0,-1,,,0.02078209545546353,0.06274170529764508,0.06234628636639059,0.003746379799221033,0.004103393293917179,0.0536279358768701,2.7221664521977615,0.0075,,
lqr_node3,-1,3,LQR,102,mismatch,0.0,-1,,,0.022067919956314658,0.09610379585471926,0.06620375986894397,5.643079660970855e-06,1.6689300537109375e-06,0.051217961812077724,1.8979619833719494,0.0,,
smc_node3,-1,3,SMC,102,mismatch,0.0,-1,16.0,0.5,0.022425934307916666,0.06733135163395886,0.06727780292374999,5.295572020573381e-06,8.344650268554688e-07,0.06792269293561196,4.208280235320006,0.0125,,
ppo_continuous_hopfield_node3_final_seed_1024,1024,3,PPO,102,mismatch,0.0,-1,,,0.017743551942128115,0.0635850801268148,0.053230655826384345,0.004373970764896108,0.0018607378005981445,0.07287982815964858,4.581277988549285,0.0125,,
ppo_continuous_hopfield_node3_final_seed_123,123,3,PPO,102,mismatch,0.0,-1,,,0.018973512224719883,0.06418224221877812,0.056920536674159646,0.014151899379758555,0.027431488037109375,0.08004544498201488,5.102859184064835,0.015,,
ppo_continuous_hopfield_node3_final_seed_42,42,3,PPO,102,mismatch,0.0,-1,,,0.017732700248590864,0.06361937821558325,0.05319810074577259,0.0039038880046221346,0.011597037315368652,0.07758678460581939,4.967613973733734,0.015,,
lqr_node3,-1,3,LQR,103,mismatch,0.0,-1,,,0.0805337663186584,0.21726563253639994,0.2416012989559752,0.00010734692468871305,1.3440847396850586e-05,0.165499631538897,4.202330401411176,0.0,,
smc_node3,-1,3,SMC,103,mismatch,0.0,-1,16.0,0.5,0.14913807836632575,0.3416311448672355,0.44741423509897726,1.685638670568113e-05,1.2814998626708984e-06,0.16613375362110333,6.111591608147312,0.015,,
ppo_continuous_hopfield_node3_final_seed_1024,1024,3,PPO,103,mismatch,0.0,-1,,,0.07258346482094513,0.21042584173925655,0.2177503944628354,0.007534096293427326,0.003636658191680908,0.1496790551448106,3.489942666070079,0.0025,,
ppo_continuous_hopfield_node3_final_seed_123,123,3,PPO,103,mismatch,0.0,-1,,,0.06827501725633446,0.20374937117675332,0.2048250517690034,0.0070778395934605305,0.018348664045333862,0.1726177133465339,5.817182319854372,0.0125,,
ppo_continuous_hopfield_node3_final_seed_42,42,3,PPO,103,mismatch,0.0,-1,,,0.06699216375617095,0.20430531821334458,0.20097649126851286,0.005284436851923848,0.0048097968101501465,0.17179688201878135,5.804947040289178,0.0125,,
lqr_node3,-1,3,LQR,104,mismatch,0.0,-1,,,0.06682969482343858,0.23061206671340334,0.20048908447031571,2.0308218850397768e-05,2.3543834686279297e-06,0.11293826665702224,5.753248604139577,0.01,,
smc_node3,-1,3,SMC,104,mismatch,0.0,-1,16.0,0.5,0.07195963863831506,0.22585779480359613,0.21587891591494518,6.017075955039925e-05,1.691281795501709e-06,0.12735955313083586,8.142624173452742,0.0225,,
ppo_continuous_hopfield_node3_final_seed_1024,1024,3,PPO,104,mismatch,0.0,-1,,,0.06434782001817736,0.2243322428865655,0.1930434600545321,0.006415220515020651,0.006475567817687988,0.11617052220644201,8.043599845847032,0.025,,
